"Date,Time,Msecs,RLT11 Kühler-Ventil Istwert,RLT11 Kühler-Ventil Sollwert,RLT11 Abluftdruck,RLT11 Ablufttemperaturfühler,RLT11 AB-Ventilator FU Istwert,RLT11 Aussentemperaturfühler,RLT11 Fortlufttemperaturfühler,RLT11 Vorerhitzer-Ventil Istwert,RLT11 Vorerhitzer-Ventil Sollwert,RLT11 VE Rücklauftemperaturfühler,Sollwert VE Rücklauftemperaturfühler,RLT11 WRG-Klappe,RLT11 Zuluftdruck,RLT11 Zulufttemperaturfühler,Sollwert Zulufttemperaturfühler,RLT11 ZU-Ventilator FU Istwert"
"05.03.2021,12:03:53,254, , , , , ,3.13, , , , , , , , , , "
"05.03.2021,12:05:53,287, , ,91.33, , , , , , , , , , , , , "
"05.03.2021,12:07:53,262, , , ,23.03, , , , , , , , , , , , "
"05.03.2021,12:09:53,251, , , , , , , , , ,32.96, , , , , , "
"05.03.2021,12:11:53,290, , ,96.69, , ,2.83, , , , , , , , , , "
"05.03.2021,12:13:53,282, , , , , ,3.07, , , , , , , , , , "
"05.03.2021,12:17:53,207, , , , , ,2.81, , , , , , , , , , "
"05.03.2021,12:29:53,254, , , , , , , , , ,32.76, , , , , , "
"05.03.2021,12:33:53,221, , ,91.54, , , , , , , , , , , , , "
"05.03.2021,12:41:53,253, , , , , , ,15.31, , ,32.96, , , , , , "
"05.03.2021,12:45:53,234, , ,96.63, , , , , , , , , , , , , "
"05.03.2021,12:47:53,303, , , , , ,3.13, , , , , , , , , , "
"05.03.2021,13:17:53,212, , , , , ,3.57, , , , , , , ,23.74, , "
"05.03.2021,13:21:53,301, , , , , , , , ,94.70, , , , , , , "
"05.03.2021,13:25:53,224, , , , , ,3.33, , , , , , , , , , "
"05.03.2021,13:29:53,264, , , , , ,3.64, , , , , , , , , , "
"05.03.2021,13:31:53,268, , , , , , ,15.57, , ,32.75, , , , , , "
"05.03.2021,13:35:53,254, , , , , ,3.41, , , , , , , , , , "
"05.03.2021,13:37:53,269, , , , , , , , , ,32.52, , , , , , "
"05.03.2021,13:41:53,246, , , , , ,3.75, , , , , , , , , , "
"05.03.2021,13:49:53,233, , , , , , , , , ,32.31, , , , , , "
"05.03.2021,13:51:53,260, , , , , ,3.39, , , , , , , , , , "
"05.03.2021,13:57:53,277, , , , , , , , , , , , , ,23.48, , "
"05.03.2021,14:05:53,291, , , , , , , , , ,32.05, , , , , , "
"05.03.2021,14:11:53,238, , , , , ,3.64, , , , , , , , , , "
"05.03.2021,14:15:53,299, , , , , ,3.90, , , , , , , , , , "
"05.03.2021,14:19:53,300, , , , , ,3.64, , , , , , , , , , "
"05.03.2021,14:21:53,245, , , , , , , , , ,32.31, , , , , , "
"05.03.2021,14:29:53,291, , , , , , , , , ,32.53, , , , , , "
"05.03.2021,14:31:53,275, , , , , ,3.39, , , , , , , , , , "
"05.03.2021,14:33:53,201, , , , , ,3.65, , , , , , , , , , "
"05.03.2021,14:37:53,213, , , , , , , , ,99.79,32.75, , , , , , "
"05.03.2021,14:45:53,237, , , , , ,3.45, , , , , , , , , , "
"05.03.2021,14:49:53,269, , , , , , , , , ,32.95, , , , , , "
"05.03.2021,14:57:53,245, , , , , , ,15.34, , , , , , , , , "
"05.03.2021,15:01:53,230, , ,2.43, ,0.02,4.28, , , ,35.34,50.00, ,2.99, , ,0.02"
"05.03.2021,15:03:53,256, , , , , ,5.41, , , ,36.84, , , , , , "
"05.03.2021,15:05:53,280, , , , , ,6.29, , , , , , , , , , "
"05.03.2021,15:07:53,223, , , , , ,6.97, , , , , , , , , , "
"05.03.2021,15:09:53,229, , , ,22.76, ,7.49, ,9.29,0.00, , , , , , , "
"05.03.2021,15:11:53,238, , , , , ,7.87,15.58,0.32, ,36.51, , , , , , "
"05.03.2021,15:13:53,286, , , , , ,8.26, , , ,35.87, , , ,23.22, , "
"05.03.2021,15:15:53,271, , , ,22.51, ,8.51, , , ,35.41, , , , , , "
"05.03.2021,15:17:53,292, , , , , ,8.77, , , ,35.03, , , , , , "
"05.03.2021,15:19:53,279, , , , , , ,15.83, , ,34.70, , , , , , "
"05.03.2021,15:21:53,262, , , , , ,9.09, , , ,34.41, , , ,22.96, , "
"05.03.2021,15:23:53,216, , , ,22.26, , , , , ,34.17, , , , , , "
"05.03.2021,15:25:53,259, , , , , ,9.43, , , ,33.93, , , , , , "
"05.03.2021,15:27:53,290, , , , , , , , , ,33.67, , , , , , "
"05.03.2021,15:29:53,283, , , , , ,9.73, , , , , , , ,22.70, , "
"05.03.2021,15:31:53,297, , , , , , , , , ,33.28, , , , , , "
"05.03.2021,15:33:53,234, , , ,22.01, ,9.99, , , , , , , , , , "
"05.03.2021,15:35:53,274, , , , , , , , , ,32.89, , , , , , "
"05.03.2021,15:37:53,214, , , , , , ,16.08, , , , , , ,22.45, , "
"05.03.2021,15:39:53,205, , , , , ,10.24, , , ,32.51, , , , , , "
"05.03.2021,15:43:53,291, , , ,21.80, , , , , ,32.05, , , ,22.25, , "
"05.03.2021,15:45:53,218, , , , , ,10.50, , , , , , , , , , "
"05.03.2021,15:47:53,276, , , , , , , , , ,31.80, , , , , , "
"05.03.2021,15:51:53,247, , , , , , , , , ,31.47, , , , , , "
"05.03.2021,15:53:53,277, , , , , ,10.76, , , , , , , ,22.00, , "
"05.03.2021,15:55:53,241, , , ,21.55, , , , , ,31.15, , , , , , "
"05.03.2021,15:59:53,280, , , , , , , , , ,30.83, , , , , , "
"05.03.2021,16:01:53,220, , , , , ,11.01, , , , , , , , , , "
"05.03.2021,16:03:53,222, , , , , , ,16.34, , ,30.53, , , ,21.74, , "
"05.03.2021,16:07:53,302, , , , , , , , , ,30.25, , , , , , "
"05.03.2021,16:09:53,297, , , , , ,11.27, , , , , , , , , , "
"05.03.2021,16:11:53,249, , , ,21.29, , , , , ,29.93, , , , , , "
"05.03.2021,16:15:53,254, , , , , , , , , ,29.67, , , ,21.48, , "
"05.03.2021,16:19:53,262, , , , , , , , , ,29.41, , , , , , "
"05.03.2021,16:23:53,270, , , , , ,11.52, , , ,29.15, , , , , , "
"05.03.2021,16:27:53,240, , , , , , , , , ,28.89, , , , , , "
"05.03.2021,16:29:53,218, , , ,21.07, , , , , , , , , ,21.22, , "
"05.03.2021,16:31:53,216, , , , , , , , , ,28.63, , , , , , "
"05.03.2021,16:35:53,256, , , , , , , , , ,28.37, , , , , , "
"05.03.2021,16:41:53,263, , , , , ,11.78, , , ,28.05, , , , , , "
"05.03.2021,16:45:53,232, , , , , , , , , ,27.84, , , ,20.97, , "
"05.03.2021,16:47:53,225, , , ,20.84, , ,16.55, , , , , , , , , "
"05.03.2021,16:49:53,252, , , , , , , , , ,27.60, , , , , , "
"05.03.2021,16:55:53,229, , , , , , , , , ,27.28, , , , , , "
"05.03.2021,17:01:53,289, , , , , ,12.04, , , ,27.01, , , , , , "
"05.03.2021,17:05:53,241, , , , , , , , , , , , , ,20.71, , "
"05.03.2021,17:07:53,223, , , , , , , , , ,26.70, , , , , , "
"05.03.2021,17:13:53,228, , , , , , , , , ,26.44, , , , , , "
"05.03.2021,17:15:53,286, , , , , ,12.29, , , , , , , , , , "
"05.03.2021,17:17:53,225, , , ,20.64, , , , , , , , , , , , "
"05.03.2021,17:19:53,237, , , , , , , , , ,26.17, , , , , , "
"05.03.2021,17:25:53,274, , , , , , ,16.75, , ,25.92, , , , , , "
"05.03.2021,17:31:53,239, , , , , , , , , ,25.67, , , , , , "
"05.03.2021,17:33:53,241, , , , , , , , , , , , , ,20.45, , "
"05.03.2021,17:37:53,265, , , , , , , , , ,25.41, , , , , , "
"05.03.2021,17:43:53,265, , , , , ,12.55, , , ,25.15, , , , , , "
"05.03.2021,17:51:53,243, , , , , , , , , ,24.89, , , , , , "
"05.03.2021,17:55:53,293, , , ,20.39, , , , , , , , , , , , "
"05.03.2021,17:59:53,277, , , , , , , , , ,24.64, , , , , , "
"05.03.2021,18:05:53,282, , , , , , ,16.98, , , , , , , , , "
"05.03.2021,18:07:53,232, , , , , ,12.81, , , ,24.38, , , , , , "
"05.03.2021,18:15:53,269, , , , , , , , , ,24.12, , , , , , "
"05.03.2021,18:21:53,281, , , , , ,13.06, , , , , , , , , , "
"05.03.2021,18:23:53,301, , , , , , , , , ,23.86, , , , , , "
"05.03.2021,18:29:53,294, , , , , , , , , , , , , ,20.19, , "
"05.03.2021,18:33:53,208, , , , , , ,17.24, , ,23.60, , , , , , "
"05.03.2021,18:43:53,225, , , , , , , , , ,23.28, , , , , , "
"05.03.2021,18:49:53,225, , , , , ,13.32, , , , , , , , , , "
"05.03.2021,18:55:53,279, , , , , , , , , ,23.06, , , , , , "
"05.03.2021,19:03:53,277, , , ,20.19, , , , , , , , , , , , "
"05.03.2021,19:05:53,220, , , , , , , , , ,22.83, , , , , , "
"05.03.2021,19:15:53,291, , , , , , ,17.44, , , , , , , , , "
"05.03.2021,19:17:53,282, , , , , , , , , ,22.58, , , , , , "
"05.03.2021,19:31:53,284, , , , , , , , , ,22.32, , , , , , "
"05.03.2021,19:37:53,265, , , , , ,13.58, , , , , , , , , , "
"05.03.2021,19:45:53,226, , , , , , , , , ,22.12, , , , , , "
"05.03.2021,19:55:53,284, , , ,19.99, , , , , , , , , , , , "
"05.03.2021,19:59:53,228, , , , , , , , , ,21.87, , , , , , "
"05.03.2021,20:01:53,201, , , , , , ,17.64, , , , , , , , , "
"05.03.2021,20:17:53,261, , , , , , , , , ,21.61, , , , , , "
"05.03.2021,20:37:53,252, , , , , , , , , ,21.35, , , , , , "
"05.03.2021,20:59:53,267, , , ,19.75, , , , , , , , , , , , "
"05.03.2021,21:01:53,245, , , , , , , , , ,21.09, , , , , , "
"05.03.2021,21:05:53,234, , , , , ,13.84, , , , , , , , , , "
"05.03.2021,21:13:53,239, , , , , , ,17.85, , , , , , , , , "
"05.03.2021,21:29:53,235, , , , , , , , , ,20.84, , , , , , "
"05.03.2021,22:03:53,236, , , , , , , , , ,20.58, , , , , , "
"05.03.2021,22:23:53,234, , , , , , , , , , , , , ,19.94, , "
"05.03.2021,22:43:53,254, , , , , , , , , ,20.33, , , , , , "
"05.03.2021,23:33:53,202, , , , , , , , , ,20.13, , , , , , "
"06.03.2021,00:01:53,231, , , , , ,14.08, , , , , , , , , , "
"06.03.2021,00:25:53,218, , , , , , , , , ,19.92, , , , , , "
"06.03.2021,01:35:53,287, , , , , , , , , ,19.71, , , , , , "
"06.03.2021,03:07:53,259, , , , , , , , , ,19.51, , , , , , "
"06.03.2021,04:33:53,218, , , , , , , , , , , , , ,19.68, , "
"06.03.2021,05:23:53,213, , , , , , , , , ,19.30, , , , , , "
"06.03.2021,06:15:53,278, , , ,19.49, , , , , , , , , , , , "
"06.03.2021,06:17:53,280, , , , , ,13.83, , , , , , , , , , "
"06.03.2021,06:29:53,266, , , , , , ,17.62, , , , , , , , , "
"06.03.2021,07:05:53,254, , , , , , ,17.36, , , , , , , , , "
"06.03.2021,07:11:53,207, , , , , ,13.57, , , , , , , , , , "
"06.03.2021,07:33:53,273, , , , , , , , , ,19.08, , , , , , "
"06.03.2021,07:41:53,273, , , , , , ,17.11, , , , , , , , , "
"06.03.2021,07:45:53,219, , , , , , , , , , , , , ,19.48, , "
"06.03.2021,08:57:53,292, , , , , , ,16.90, , , , , , , , , "
"06.03.2021,08:59:53,270, , , , , ,13.32, , , , , , , , , , "
"06.03.2021,09:01:53,253, , , , , , , , , ,18.85, , , , , , "
"06.03.2021,09:03:53,231, , , , , , , , , , , , , ,19.23, , "
"06.03.2021,09:59:53,278, , , ,19.28, , , , , , , , , , , , "
"06.03.2021,10:01:53,238, , ,8.23, ,31.93,12.98,17.16, , , ,20.00, ,20.79, , ,31.95"
"06.03.2021,10:03:53,300, , ,13.89,20.22,39.88,5.29,16.45, ,5.81, , , ,29.56,18.50, ,39.85"
"06.03.2021,10:05:53,294, , , ,20.65, ,3.26,15.38,21.79,23.56,17.22, , , ,17.81, , "
"06.03.2021,10:07:53,295, , , ,20.91, ,2.86,14.77,41.63,44.62,16.09, , , ,17.18, , "
"06.03.2021,10:09:53,242, , , , , , ,14.41,80.89,83.56,15.31, , , ,16.66, , "
"06.03.2021,10:11:53,251, , ,28.56,21.23,48.34,2.49, ,99.96,100.00,14.92, , , ,16.27, , "
"06.03.2021,10:13:53,221, , ,43.33, ,54.34, ,14.74, , , , , , , , , "
"06.03.2021,10:15:53,266, , ,53.57,21.55, , , , , , , , ,38.32, , ,46.44"
"06.03.2021,10:17:53,204, , ,61.05, ,62.85,2.90, , , , , , ,46.81, , , "
"06.03.2021,10:19:53,245, , ,67.69, , ,2.68, , , , , , ,57.34,16.07, ,54.29"
"06.03.2021,10:21:53,245, , ,76.31, ,68.08,2.44, , , ,15.18, , , , , , "
"06.03.2021,10:23:53,288, , , , , , ,14.54, , , , , ,66.21, , , "
"06.03.2021,10:25:53,277, , ,82.28, , , , , , , , , , , , ,60.65"
"06.03.2021,10:27:53,229, , ,87.65, , ,2.68, , , , , , ,73.79, , , "
"06.03.2021,10:33:53,256, , , , ,73.52, , , , , , , ,80.36, , , "
"06.03.2021,10:37:53,267, , ,92.83, , , , , , , , , , , , , "
"06.03.2021,10:39:53,236, , , ,21.80, , ,14.28, , , , , , ,15.82, , "
"06.03.2021,10:41:53,259, , , , , ,3.13, , , , , , , , , , "
"06.03.2021,10:47:53,202, , , , , , , , , , , , , , , ,65.75"
"06.03.2021,10:55:53,267, , , , , ,3.61, , , , , , , , , , "
"06.03.2021,10:57:53,252, , , , , ,4.03,14.61, , , , , , , , , "
"06.03.2021,10:59:53,287, , , , , , , , , ,15.44, , , ,16.03, , "
"06.03.2021,11:05:53,288, , , , , ,3.79, , , ,14.67, , , , , , "
"06.03.2021,11:07:53,227, , , , , ,4.54, , , ,14.41, , , , , , "
"06.03.2021,11:09:53,209, , , , , , ,14.86, , ,16.02, , , , , , "
"06.03.2021,11:11:53,299, , , , , ,4.28, , , ,34.16, , , ,19.90, , "
"06.03.2021,11:13:53,231, , , , , ,4.54, , , , , , , ,21.98, , "
"06.03.2021,11:15:53,252, , , , , , , , , ,31.73, , , , , , "
"06.03.2021,11:17:53,258, , , , , , , , , ,31.22, , ,85.44, , , "
"06.03.2021,11:19:53,244, , , , , , , , , ,31.73, , , , , , "
"06.03.2021,11:21:53,259, , , , , ,4.22, , , ,32.70, , , ,22.45, , "
"06.03.2021,11:23:53,239, , , , , ,4.54, , , ,34.54, , , ,23.02, , "
"06.03.2021,11:25:53,258, , , , , , , , , ,37.17, , , ,23.88, , "
"06.03.2021,11:27:53,206, , , , , ,4.09, , ,94.18,38.87, , , ,24.69, , "
"06.03.2021,11:29:53,247, , , , , ,3.84, ,91.69, ,39.49, , , ,25.09, , "
"06.03.2021,11:31:53,219, , , , , ,4.32, ,85.68,83.48, , , , ,25.41, , "
"06.03.2021,11:33:53,261, , , , , , , ,79.74,77.38,39.75, , , , , , "
"06.03.2021,11:35:53,250, , , , , , ,15.18,73.02,71.10,39.47, , , ,25.67, , "
"06.03.2021,11:37:53,288, , , , , ,4.60, ,66.89,64.99,39.16, , , , , , "
"06.03.2021,11:39:53,293, , , , , , , ,60.59,58.73,38.76, , , , , , "
"06.03.2021,11:41:53,229, , , , , , , ,54.80,52.79,38.25, , , , , , "
"06.03.2021,11:43:53,279, , , , , ,5.01,15.59,46.61,45.25,37.62, , , , , , "
"06.03.2021,11:45:53,249, , , ,22.05, ,4.65, , , ,37.29, , , ,25.41, , "
"06.03.2021,11:47:53,254, , , , , ,5.18, ,38.10,36.99,36.81, , , , , , "
"06.03.2021,11:49:53,273, , , , , ,4.73, , , ,36.19, , , ,25.10, , "
"06.03.2021,11:51:53,299, , , , , ,5.04, ,29.82,29.10,35.62, , , , , , "
"06.03.2021,11:53:53,208, , , , , , ,15.83, , ,35.15, , , ,24.83, , "
"06.03.2021,11:55:53,293, , , , , , , ,23.33,22.74,34.64, , , , , , "
"06.03.2021,11:57:53,226, , , ,22.26, ,5.27, , , ,34.25, , , ,24.51, , "
"06.03.2021,11:59:53,281, , , , , ,5.56, , , , , , , , , , "
"06.03.2021,12:01:53,279, , , , , , , ,16.21,15.63, , , , , , , "
"06.03.2021,12:03:53,223, , , , , ,5.11, , , ,33.93, , , , , , "
"06.03.2021,12:05:53,206, , , , , , , , , ,33.65, , , , , , "
"06.03.2021,12:07:53,274, , , , , ,5.34, ,9.93,9.96,33.25, , , ,24.18, , "
"06.03.2021,12:09:53,267, , , , , , , , , ,32.96, , , , , , "
"06.03.2021,12:11:53,287, , , , , , ,16.08, , , , , , , , , "
"06.03.2021,12:13:53,260, , , , , ,6.01, , , ,32.70, , , , , , "
"06.03.2021,12:15:53,297, , , , , ,5.66, , , ,32.47, , , ,23.93, , "
"06.03.2021,12:17:53,227, , , , , ,5.91,16.31,4.71, ,32.27, , , , , , "
"06.03.2021,12:19:53,273, , , , , , , , ,4.74,31.99, , , , , , "
"06.03.2021,12:23:53,278, , , , , ,5.47, , , ,31.67, , , ,23.60, , "
"06.03.2021,12:27:53,293, , , , , ,6.20, , , , , , , , , , "
"06.03.2021,12:29:53,282, , , , , ,5.98, , , ,31.93, , , , , , "
"06.03.2021,12:31:53,223, , , ,22.50, , , , , , , , , , , , "
"06.03.2021,12:35:53,247, , , , , ,6.20, , , , , , , , , , "
"06.03.2021,12:37:53,290, , , , , ,5.92,16.53, , ,31.67, , , , , , "
"06.03.2021,12:39:53,209, , , , , ,5.70, , , , , , , , , , "
"06.03.2021,12:43:53,291, , , , , ,6.75, , , , , , , , , , "
"06.03.2021,12:45:53,290, , , , , ,6.97, , , , , , , , , , "
"06.03.2021,12:47:53,268, , , , , , ,16.79, , , , , , , , , "
"06.03.2021,12:49:53,219, , , , , ,6.63, , , , , , , , , , "
"06.03.2021,12:51:53,216, , , , , , , , , ,31.34, , , , , , "
"06.03.2021,12:53:53,294, , , , , ,6.27, , , , , , , , , , "
"06.03.2021,12:55:53,211, , , , , ,6.59, , , ,31.02, , , , , , "
"06.03.2021,12:59:53,253, , , , , ,6.83, , , , , , , , , , "
"06.03.2021,13:01:53,239, , , , , , , , , ,30.70, , , , , , "
"06.03.2021,13:05:53,291, , , , , ,7.23, , , , , , , , , , "
"06.03.2021,13:07:53,211, , , , , ,7.02,17.04, , , , , , , , , "
"06.03.2021,13:09:53,228, , , , , ,7.34, , , , , , , , , , "
"06.03.2021,13:13:53,222, , , , , ,6.97, , , , , , , , , , "
"06.03.2021,13:15:53,217, , ,98.12, , , , , , , , , , , , , "
"06.03.2021,13:17:53,225, , , , , , , , , ,30.96, , , , , , "
"06.03.2021,13:21:53,230, , , , , ,7.38, , , ,31.30, , , , , , "
"06.03.2021,13:23:53,297, , ,92.93, , ,7.72, , , ,31.90, , , ,23.87, , "
"06.03.2021,13:27:53,208, , , , , ,7.35,17.30, , ,30.88, , , , , , "
"06.03.2021,13:29:53,202, , , , , , , , , ,30.15, , , , , , "
"06.03.2021,13:31:53,258, , ,97.99, , ,7.03, , , ,29.79, , , ,23.48, , "
"06.03.2021,13:33:53,246, , , , , ,7.67, , , , , , , , , , "
"06.03.2021,13:37:53,206, , , , , ,8.26, , , , , , , , , , "
"06.03.2021,13:39:53,241, , , , , , ,17.56, , , , , , , , , "
"06.03.2021,13:43:53,230, , ,92.93, , , , , ,9.77, , , , , , , "
"06.03.2021,13:47:53,246, , , , , , , ,10.44, ,29.40, , , , , , "
"06.03.2021,13:49:53,207, , , , , ,8.51, , , , , , , , , , "
"06.03.2021,13:51:53,282, , , ,22.70, , , , , , , , , , , , "
"06.03.2021,13:53:53,262, , , , , ,8.04, , , ,29.14, , , , , , "
"06.03.2021,13:55:53,291, , , , , ,7.74, , ,15.39, , , , , , , "
"06.03.2021,13:57:53,260, , , , , , , ,16.52, ,28.89, , , ,23.15, , "
"06.03.2021,13:59:53,201, , , , , ,8.22, , , , , , , , , , "
"06.03.2021,14:01:53,242, , , , , ,7.87, , ,20.42, , , , , , , "
"06.03.2021,14:03:53,208, , , , , , , ,21.66, , , , , , , , "
"06.03.2021,14:05:53,207, , , , , ,8.09, , , , , , , , , , "
"06.03.2021,14:07:53,235, , , , , ,7.87, , ,25.93, , , , , , , "
"06.03.2021,14:09:53,272, , , , , , , ,27.56, , , , , , , , "
"06.03.2021,14:11:53,280, , , , , , ,17.24, , ,28.57, , , , , , "
"06.03.2021,14:13:53,303, , , , , , , , ,32.30, , , , , , , "
"06.03.2021,14:15:53,223, , , , , ,8.26,17.50,34.66, , , , , , , , "
"06.03.2021,14:17:53,241, , , , , ,7.87, , , , , , , , , , "
"06.03.2021,14:19:53,227, , , , , ,8.32, , ,38.45, , , , , , , "
"06.03.2021,14:21:53,276, , , , , , , ,40.68, , , , , , , , "
"06.03.2021,14:23:53,284, , , , , ,8.04, , , , , , , , , , "
"06.03.2021,14:25:53,298, , , , , , , , ,44.67,28.31, , , , , , "
"06.03.2021,14:27:53,220, , , , , ,8.32, ,46.51, , , , , , , , "
"06.03.2021,14:29:53,217, , , , , ,8.77, , , ,28.05, , , ,22.90, , "
"06.03.2021,14:31:53,219, , , , , ,9.03,17.75,51.94,51.94, , , , , , , "
"06.03.2021,14:33:53,238, , , , , ,8.64, , , , , , , , , , "
"06.03.2021,14:35:53,231, , , , , , , , ,57.03,27.67, , , , , , "
"06.03.2021,14:37:53,216, , , , , ,8.28, ,60.57, , , , , , , , "
"06.03.2021,14:39:53,227, , , , , ,8.51, , ,63.05,27.40, , , , , , "
"06.03.2021,14:41:53,280, , , , , , , ,66.65, , , , , ,22.64, , "
"06.03.2021,14:43:53,203, , , , , , , ,71.73,71.56,27.15, , , , , , "
"06.03.2021,14:47:53,285, , , , , ,7.80, ,77.55,76.81,26.84, , , , , , "
"06.03.2021,14:49:53,261, , , , , , , , , ,26.63, , , ,22.38, , "
"06.03.2021,14:51:53,244, , , , , ,8.53, ,85.90,85.25, , , , , , , "
"06.03.2021,14:53:53,276, , , , , ,7.98, , , ,26.12, , , , , , "
"06.03.2021,14:55:53,271, , , , , , , ,95.60,94.87,25.80, , , ,22.06, , "
"06.03.2021,14:57:53,259, , , , , ,8.28, , ,100.00,25.53, , , , , , "
"06.03.2021,14:59:53,204, , , , , , , , , ,25.15, , , , , , "
"06.03.2021,15:01:53,203, , ,2.43, ,0.02,8.92, ,40.66,0.00,25.91,50.00, ,2.95,21.80, ,0.02"
"06.03.2021,15:03:53,244, , , , , ,9.92, ,0.32, , , , , , , , "
"06.03.2021,15:05:53,301, , , , , ,10.63, , , , , , , , , , "
"06.03.2021,15:07:53,234, , , , , ,11.08, , , ,25.60, , , , , , "
"06.03.2021,15:09:53,277, , , , , ,11.33, , , , , , , , , , "
"06.03.2021,15:11:53,250, , , , , , , , , ,25.34, , , , , , "
"06.03.2021,15:13:53,284, , , , , ,11.72, , , , , , , , , , "
"06.03.2021,15:15:53,233, , , , , ,12.10, , , ,25.09, , , , , , "
"06.03.2021,15:17:53,243, , , , , ,12.42, , , , , , , , , , "
"06.03.2021,15:19:53,205, , , , , , , , , , , , , ,21.55, , "
"06.03.2021,15:21:53,279, , , , , , , , , ,24.83, , , , , , "
"06.03.2021,15:25:53,291, , , ,22.45, ,12.68, , , , , , , , , , "
"06.03.2021,15:29:53,233, , , , , , , , , ,24.57, , , ,21.34, , "
"06.03.2021,15:35:53,235, , , ,22.19, , , , , , , , , , , , "
"06.03.2021,15:37:53,207, , , , , , , , , ,24.31, , , , , , "
"06.03.2021,15:39:53,262, , , , , , , , , , , , , ,21.09, , "
"06.03.2021,15:43:53,242, , , , , ,13.13, , , ,24.09, , , , , , "
"06.03.2021,15:47:53,290, , , ,21.93, , , , , , , , , , , , "
"06.03.2021,15:51:53,222, , , , , , , , , ,23.87, , , ,20.84, , "
"06.03.2021,15:57:53,247, , , , , , ,17.55, , , , , , , , , "
"06.03.2021,15:59:53,284, , , ,21.67, , , , , ,23.66, , , , , , "
"06.03.2021,16:05:53,203, , , , , , , , , , , , , ,20.62, , "
"06.03.2021,16:07:53,202, , , , , , , , , ,23.41, , , , , , "
"06.03.2021,16:09:53,236, , , , , ,12.88, , , , , , , , , , "
"06.03.2021,16:13:53,245, , , ,21.42, , , , , , , , , , , , "
"06.03.2021,16:15:53,286, , , , , ,13.09, , , , , , , , , , "
"06.03.2021,16:17:53,246, , , , , , , , , ,23.15, , , , , , "
"06.03.2021,16:19:53,301, , , , , , , , , , , , , ,20.39, , "
"06.03.2021,16:25:53,201, , , , , , , , , ,22.95, , , , , , "
"06.03.2021,16:31:53,255, , , ,21.21, , , , , , , , , , , , "
"06.03.2021,16:35:53,243, , , , , , , , , ,22.70, , , , , , "
"06.03.2021,16:37:53,224, , , , , ,12.83, , , , , , , , , , "
"06.03.2021,16:43:53,216, , , , , , ,17.30, , ,22.48, , , ,20.13, , "
"06.03.2021,16:51:53,286, , , ,20.97, , , , , , , , , , , , "
"06.03.2021,16:53:53,253, , , , , , , , , ,22.26, , , , , , "
"06.03.2021,17:07:53,296, , , , , ,12.62, , , ,22.00, , , , , , "
"06.03.2021,17:17:53,256, , , , , , , , , , , , , ,19.88, , "
"06.03.2021,17:19:53,225, , , , , , , , , ,21.75, , , , , , "
"06.03.2021,17:25:53,248, , , ,20.71, , , , , , , , , , , , "
"06.03.2021,17:31:53,298, , , , , , , , , ,21.55, , , , , , "
"06.03.2021,17:45:53,237, , , , , , , , , ,21.34, , , , , , "
"06.03.2021,17:49:53,234, , , , , , ,17.07, , , , , , , , , "
"06.03.2021,17:59:53,202, , , , , ,12.41, , , ,21.09, , , , , , "
"06.03.2021,18:05:53,276, , , ,20.45, , , , , , , , , , , , "
"06.03.2021,18:07:53,292, , , , , ,12.62, , , , , , , ,19.62, , "
"06.03.2021,18:17:53,206, , , , , , , , , ,20.84, , , , , , "
"06.03.2021,18:23:53,257, , , , , ,12.87, , , , , , , , , , "
"06.03.2021,18:37:53,249, , , , , , , , , ,20.62, , , , , , "
"06.03.2021,18:55:53,244, , , , , , , , , ,20.42, , , , , , "
"06.03.2021,19:09:53,301, , , , , ,13.13, , , , , , , , , , "
"06.03.2021,19:17:53,277, , , ,20.24, , , , , ,20.19, , , , , , "
"06.03.2021,19:47:53,220, , , , , , , , , ,19.99, , , , , , "
"06.03.2021,20:17:53,253, , , , , , , , , ,19.78, , , , , , "
"06.03.2021,20:19:53,243, , , , , , , , , , , , , ,19.40, , "
"06.03.2021,20:47:53,289, , , ,20.03, , , , , , , , , , , , "
"06.03.2021,20:51:53,281, , , , , , , , , ,19.57, , , , , , "
"06.03.2021,21:35:53,255, , , , , , , , , ,19.36, , , , , , "
"06.03.2021,21:47:53,269, , , , , ,13.35, , , , , , , , , , "
"06.03.2021,22:13:53,244, , , ,19.81, , , , , , , , , , , , "
"06.03.2021,22:49:53,273, , , , , , , , , ,19.16, , , , , , "
"07.03.2021,00:09:53,252, , , , , , , , , ,18.96, , , , , , "
"07.03.2021,00:21:53,254, , , , , , , , , , , , , ,19.17, , "
"07.03.2021,02:15:53,300, , , , , , , , , ,18.75, , , , , , "
"07.03.2021,02:27:53,239, , , ,19.61, , , , , , , , , , , , "
"07.03.2021,05:27:53,288, , , , , , , , , ,18.55, , , , , , "
"07.03.2021,07:03:53,275, , , , , , , , , , , , , ,18.96, , "
"07.03.2021,08:37:53,251, , , , , ,13.57, , , , , , , , , , "
"07.03.2021,10:19:53,223, , , , , ,13.77, , , , , , , , , , "
"07.03.2021,10:29:53,219, , , , , , , , , ,18.33, , , , , , "
"07.03.2021,11:11:53,246, , , ,19.81, , , , , , , , , , , , "
"07.03.2021,11:39:53,212, , , ,20.04, , , , , , , , , , , , "
"07.03.2021,11:57:53,295, , , , , , ,17.30, , , , , , , , , "
"07.03.2021,14:13:53,207, , , , , ,14.16, , , , , , , , , , "
